country,Continent,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Tanzania,AF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,180.0,180.0,170.0,160.0,170.0,190.0,210.0,240.0,280.0,300.0,300.0,310.0,320.0,350.0,400.0,450.0,510.0,580.0,630.0,690.0,730.0,770.0,840.0,920.0,910.0,900.0,910.0
Thailand,AS,110.0,120.0,130.0,140.0,160.0,170.0,180.0,190.0,210.0,210.0,220.0,260.0,330.0,380.0,420.0,450.0,530.0,610.0,710.0,760.0,760.0,760.0,790.0,790.0,830.0,950.0,1160.0,1320.0,1490.0,1660.0,1880.0,2130.0,2400.0,2740.0,2950.0,2680.0,2080.0,1980.0,1980.0,1960.0,1990.0,2180.0,2530.0,2790.0,3100.0,3520.0,3970.0,4140.0,4580.0,4950.0,5520.0,5720.0,5760.0,5710.0,5700.0,5960.0
Timor-Leste,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790.0,700.0,620.0,710.0,1180.0,1850.0,2490.0,2500.0,2810.0,3190.0,3230.0,3540.0,2870.0,2980.0,2290.0,1790.0
Trinidad and Tobago,A,640.0,680.0,730.0,760.0,760.0,770.0,790.0,810.0,830.0,870.0,1000.0,1200.0,1500.0,2170.0,2530.0,2810.0,3360.0,3940.0,4760.0,5930.0,6820.0,6100.0,5950.0,5890.0,5090.0,4490.0,3930.0,3630.0,3710.0,3800.0,4000.0,3840.0,3870.0,3930.0,4240.0,4500.0,4620.0,4880.0,5400.0,6070.0,6760.0,8070.0,9690.0,11200.0,13300.0,15000.0,17300.0,16200.0,16500.0,14800.0,16900.0,18500.0,18400.0,18800.0,16800.0,15400.0
Tunisia,AF,,,,,,220.0,250.0,260.0,270.0,310.0,400.0,460.0,610.0,760.0,820.0,850.0,940.0,1130.0,1360.0,1420.0,1280.0,1180.0,1160.0,1150.0,1140.0,1270.0,1340.0,1300.0,1410.0,1470.0,1680.0,1660.0,1710.0,1790.0,1970.0,2120.0,2150.0,2260.0,2280.0,2250.0,2180.0,2460.0,2900.0,3170.0,3340.0,3530.0,3860.0,4070.0,4130.0,3980.0,4090.0,4130.0,4130.0,3930.0,3690.0,3500.0
Turkey,AS / EU,,,,,,470.0,520.0,560.0,560.0,530.0,560.0,640.0,860.0,1110.0,1310.0,1410.0,1520.0,1820.0,1860.0,1860.0,1570.0,1400.0,1310.0,1310.0,1450.0,1740.0,1860.0,1920.0,2310.0,2590.0,2940.0,3140.0,2680.0,2850.0,2920.0,3190.0,3430.0,3580.0,4300.0,3550.0,3560.0,3910.0,5220.0,6760.0,7820.0,8880.0,9770.0,9580.0,10400.0,11200.0,11900.0,12500.0,12600.0,12000.0,11200.0,10900.0
Uganda,AF,,,,,,,,,,,,,,,,,,,,,,,180.0,190.0,250.0,310.0,400.0,400.0,320.0,240.0,190.0,180.0,180.0,230.0,270.0,290.0,290.0,280.0,270.0,240.0,250.0,250.0,270.0,300.0,340.0,370.0,420.0,490.0,540.0,600.0,610.0,620.0,660.0,670.0,630.0,600.0
Ukraine,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620.0,1610.0,1520.0,1420.0,1230.0,1010.0,920.0,860.0,890.0,850.0,760.0,700.0,730.0,790.0,980.0,1270.0,1540.0,1950.0,2570.0,3220.0,2840.0,2990.0,3120.0,3500.0,3800.0,3560.0,2650.0,2310.0,2390.0
United Arab Emirates,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31800.0,30700.0,32500.0,36000.0,37600.0,39800.0,40400.0,41000.0,36100.0,34500.0,36200.0,40300.0,43900.0,45100.0,43400.0,40000.0,39100.0
United Kingdom,EU,,,,,,,,,2440.0,2720.0,3150.0,3840.0,4290.0,4800.0,4930.0,5140.0,5840.0,7450.0,9380.0,10500.0,10500.0,9690.0,9110.0,9000.0,10100.0,12500.0,15900.0,17100.0,18300.0,19100.0,21100.0,21000.0,21500.0,20800.0,22500.0,24900.0,26400.0,27700.0,28900.0,28600.0,28900.0,32000.0,37700.0,42800.0,45000.0,47800.0,48400.0,43900.0,41400.0,40600.0,41200.0,42300.0,43700.0,43700.0,42400.0,40500.0
United States,A,3280.0,3410.0,3610.0,3880.0,4190.0,4370.0,4740.0,5070.0,5360.0,5700.0,6290.0,7310.0,8000.0,8530.0,8980.0,9610.0,10800.0,12200.0,13400.0,14400.0,14200.0,14600.0,16200.0,17500.0,19200.0,21500.0,23600.0,23900.0,24200.0,24400.0,25800.0,26500.0,27800.0,29200.0,30400.0,31400.0,32200.0,33800.0,36100.0,36800.0,37500.0,40000.0,43700.0,46300.0,48100.0,48600.0,49300.0,48100.0,49000.0,50500.0,52500.0,53700.0,55300.0,56300.0,56800.0,58300.0
Uruguay,A,580.0,610.0,660.0,680.0,720.0,640.0,610.0,670.0,820.0,850.0,870.0,1060.0,1370.0,1620.0,1490.0,1420.0,1630.0,2150.0,2870.0,3650.0,3290.0,2190.0,1740.0,1510.0,1780.0,2210.0,2600.0,2730.0,2840.0,3180.0,3830.0,4350.0,5040.0,5530.0,6160.0,6970.0,7240.0,7260.0,7050.0,6500.0,5140.0,4240.0,4130.0,4720.0,5380.0,6370.0,7690.0,8770.0,10400.0,12000.0,13900.0,15600.0,16200.0,15800.0,15200.0,15300.0
Venezuela,A,1070.0,1100.0,1060.0,1000.0,920.0,940.0,1000.0,1020.0,1100.0,1130.0,1240.0,1510.0,1920.0,2390.0,2770.0,2960.0,3220.0,3680.0,4130.0,4630.0,4550.0,4290.0,3810.0,3450.0,3380.0,3150.0,3230.0,2430.0,2550.0,2580.0,2740.0,2720.0,2620.0,2910.0,2960.0,3350.0,3340.0,3530.0,4070.0,4540.0,3940.0,3450.0,4050.0,4910.0,6040.0,7510.0,9230.0,10200.0,11600.0,11700.0,12500.0,11800.0,12800.0,,,
Vietnam,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,130.0,110.0,130.0,160.0,190.0,250.0,290.0,330.0,340.0,350.0,410.0,430.0,450.0,500.0,580.0,630.0,720.0,830.0,980.0,1100.0,1250.0,1360.0,1530.0,1710.0,1860.0,1950.0,2060.0,2170.0
Yemen,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,450.0,370.0,310.0,290.0,320.0,360.0,370.0,420.0,470.0,500.0,530.0,600.0,690.0,790.0,880.0,990.0,1080.0,1180.0,1060.0,1240.0,1410.0,1440.0,1100.0,1030.0,
Zambia,AF,200.0,200.0,210.0,270.0,280.0,330.0,370.0,410.0,450.0,440.0,440.0,450.0,570.0,590.0,570.0,500.0,490.0,510.0,610.0,690.0,610.0,500.0,420.0,340.0,250.0,260.0,330.0,410.0,430.0,390.0,360.0,380.0,350.0,380.0,400.0,400.0,350.0,350.0,330.0,340.0,350.0,400.0,450.0,550.0,710.0,880.0,1160.0,1260.0,1320.0,1390.0,1670.0,1730.0,1770.0,1560.0,1360.0,1300.0
Zimbabwe,AF,270.0,280.0,260.0,280.0,290.0,300.0,310.0,350.0,400.0,420.0,460.0,550.0,680.0,750.0,730.0,670.0,670.0,750.0,930.0,1100.0,1080.0,990.0,860.0,750.0,700.0,720.0,830.0,860.0,890.0,870.0,710.0,650.0,640.0,620.0,690.0,690.0,610.0,560.0,500.0,520.0,470.0,420.0,420.0,430.0,410.0,380.0,300.0,370.0,490.0,690.0,810.0,890.0,900.0,890.0,890.0,910.0
